,Unnamed: 0,molecule_cheml_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
0,1,CHEMBL2111947,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC[C@@H]2[C@H]1CN1,inactive,315.50100000000003,3.898100000000002,2,2,4.301029995663981
1,2,CHEMBL431859,CCn1c(C(c2ccc(F)cc2)n2ccnc2)c(C)c2cc(Br)ccc21,active,412.30600000000004,5.705420000000004,0,1,6.623423042943488
2,3,CHEMBL113637,CCn1cc(C(c2ccc(F)cc2)n2ccnc2)c2ccccc21,active,319.38300000000004,4.634500000000003,0,1,7.2441251443275085
3,4,CHEMBL112021,Clc1ccccc1Cn1cc(Cn2ccnc2)c2ccccc21,active,321.81100000000004,4.587800000000002,0,1,7.267606240177032
4,6,CHEMBL41761,CCn1ccc2cc(C(c3ccc(F)cc3)n3ccnc3)ccc21,active,319.38300000000004,4.634500000000003,0,1,7.3872161432802645
5,7,CHEMBL111868,Cn1cc(C(c2ccc(F)cc2)n2ccnc2)c2cc(Br)ccc21,active,384.25200000000007,4.914100000000003,0,1,7.105130343254747
6,8,CHEMBL111888,CCn1cc(C(c2ccc(F)cc2)n2ccnc2)c2cc(Br)ccc21,active,398.27900000000005,5.397000000000003,0,1,7.285670240254767
7,9,CHEMBL112074,CCn1ccc2cc(C(c3ccccc3)n3ccnc3)ccc21,active,301.39300000000003,4.495400000000003,0,1,6.688246138944246
8,10,CHEMBL324326,N#Cc1ccc(Cn2cc(Cn3ccnc3)c3ccccc32)cc1,active,312.37600000000003,3.8060800000000024,0,2,7.301029995663981
9,12,CHEMBL353068,c1ccc2c(c1)CCC1C(c3cc[nH]n3)C21,inactive,210.28000000000003,2.8531000000000004,1,1,4.292429823902063
10,14,CHEMBL166709,O=C1/C(=C/c2cccnn2)CCc2ccccc21,inactive,236.27399999999997,2.6891000000000007,0,3,3.6020599913279625
11,15,CHEMBL424556,O=C1/C(=C/c2ccnnc2)CCc2ccccc21,inactive,236.274,2.6891000000000016,0,3,3.9871627752948275
12,17,CHEMBL1630261,C[C@]12CCCC=C1[C@H](O)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,active,288.43100000000004,3.8792000000000035,1,2,7.301029995663981
13,18,CHEMBL169251,O=C1/C(=C\c2c[nH]cn2)CCc2ccccc21,active,224.26299999999998,2.622200000000001,1,2,6.769551078621726
14,21,CHEMBL1629805,C[C@]12CC[C@H]3[C@@H](CCC4=CCCC[C@@]43CO)[C@@H]1CCC2=O,active,288.43100000000004,3.8808000000000025,1,2,7.309803919971486
15,22,CHEMBL433728,c1ccc2c(c1)CCC1C(c3ccsc3)C21,inactive,226.34400000000002,4.191500000000003,0,1,3.6020599913279625
16,23,CHEMBL38877,CCCN1C(=O)CCC(CC)(c2ccncc2)C1=O,inactive,260.337,2.2884,0,3,4.508638306165727
17,24,CHEMBL169449,O=C1c2ccccc2CCC1C(O)c1cnccn1,inactive,254.28900000000002,1.9552999999999998,1,4,3.6020599913279625
18,25,CHEMBL39275,CCCCN1C(=O)CCC(CC)(c2ccncc2)C1=O,inactive,274.36400000000003,2.6785000000000014,0,3,4.3979400086720375
19,26,CHEMBL39513,CCCCCN1C(=O)CCC(CC)(c2ccncc2)C1=O,inactive,288.391,3.0686000000000018,0,3,4.6777807052660805
20,27,CHEMBL2112738,CC(=O)O[C@H]1CCC[C@@]2(CO)C1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,inactive,346.46700000000016,3.4224000000000023,1,4,4.958607314841775
21,28,CHEMBL289116,CCC1(c2ccncc2)CCC(=O)NC1=O,inactive,218.25599999999994,1.166,1,3,5.0
22,29,CHEMBL289116,CCC1(c2ccncc2)CCC(=O)NC1=O,inactive,218.25599999999994,1.166,1,3,4.346787486224656
23,30,CHEMBL39782,CCC1(c2ccncc2)CCC(=O)N(C)C1=O,inactive,232.28299999999993,1.5082,0,3,4.522878745280337
24,31,CHEMBL304903,c1ccc2c(c1)CCC1C(c3ccncc3)C21,active,221.30300000000003,3.525000000000002,0,1,6.431798275933005
25,33,CHEMBL488,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,inactive,232.28299999999996,1.3532,2,3,4.853871964321762
26,34,CHEMBL168434,O=C1/C(=C/c2c[nH]cn2)CCc2ccccc21,active,224.26299999999998,2.622200000000001,1,2,6.585026652029182
27,35,CHEMBL352645,c1ccc2c(c1)CCC1C(c3c[nH]cn3)C21,active,210.28000000000003,2.8531000000000004,1,1,6.221848749616356
28,36,CHEMBL2112739,CC(=O)O[C@H]1CCC[C@@]2(C)C1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,active,330.46800000000013,4.450000000000005,0,3,6.0
29,37,CHEMBL440930,c1cncc(C2C3CCc4ccccc4C32)c1,inactive,221.30300000000003,3.525000000000002,0,1,4.886056647693163
30,38,CHEMBL1630274,C[C@]12CC[C@H]3[C@@H](CC=C4[C@@H](O)CCC[C@@]43CO)[C@@H]1CCC2=O,active,304.43000000000006,2.8516000000000012,2,3,7.508638306165727
31,39,CHEMBL1629804,C[C@]12CCCC=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,active,272.432,4.908400000000005,0,1,7.221848749616356
32,40,CHEMBL39661,CCCCCCCCN1C(=O)CCC(CC)(c2ccncc2)C1=O,active,330.47200000000004,4.238900000000004,0,3,6.096910013008056
33,44,CHEMBL166789,c1ccc(C2C3CCc4ccccc4C32)nc1,inactive,221.30300000000003,3.525000000000002,0,1,3.6020599913279625
34,45,CHEMBL3349856,C[C@]12CCC[C@@H](O)C1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,active,288.43100000000004,3.8792000000000035,1,2,6.0655015487564325
35,46,CHEMBL1630275,CO[C@H]1CCC[C@@]2(CO)C1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,inactive,318.4570000000001,3.5057000000000027,1,3,3.8239087409443187
36,47,CHEMBL1630267,C[C@]12CC[C@H]3[C@@H](C[C@@H](O)C4=CCCC[C@@]43CO)[C@@H]1CCC2=O,active,304.43000000000006,2.8516000000000012,2,3,6.026872146400302
37,49,CHEMBL38510,CC1(c2ccncc2)CCC(=O)NC1=O,inactive,204.22899999999998,0.7758999999999998,1,3,3.6108339156354674
38,50,CHEMBL415753,O=C1/C(=C/c2cc[nH]n2)CCc2ccccc21,inactive,224.26299999999998,2.622200000000001,1,2,4.7447274948966935
39,51,CHEMBL3349864,C[C@]12CCC[C@H](O)C1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,active,288.43100000000004,3.8792000000000035,1,2,6.552841968657781
40,52,CHEMBL1629806,C[C@]12CCCC=C1[C@@H](O)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,active,288.43100000000004,3.8792000000000035,1,2,6.721246399047171
41,53,CHEMBL169664,O=C1c2ccccc2CCC1C(O)c1cccnn1,inactive,254.28900000000002,1.9552999999999996,1,4,3.6020599913279625
42,54,CHEMBL168762,O=C1c2ccccc2CCC1C(O)c1ccnnc1,inactive,254.28900000000002,1.9552999999999996,1,4,3.6020599913279625
43,56,CHEMBL39781,CCN1C(=O)CCC(CC)(c2ccncc2)C1=O,inactive,246.31,1.8983,0,3,3.4145392704914994
44,57,CHEMBL413344,O=C1/C(=C/c2cnccn2)CCc2ccccc21,inactive,236.27399999999997,2.6891000000000007,0,3,4.42021640338319
45,58,CHEMBL168444,O=C1c2ccccc2CCC1C(O)c1ccncn1,inactive,254.28900000000002,1.9552999999999998,1,4,4.568636235841013
46,61,CHEMBL168700,c1ccc(C2C3CCc4ccccc4C32)cc1,inactive,220.31500000000003,4.1300000000000034,0,0,3.6020599913279625
47,62,CHEMBL355681,Nc1ncc(/C=C2\CCc3ccccc3C2=O)s1,inactive,256.33,2.937800000000001,1,4,3.6020599913279625
48,65,CHEMBL2111917,CC(=O)O[C@@H]1CCC[C@@]2(C)C1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,active,330.46800000000013,4.450000000000005,0,3,6.154901959985743
49,66,CHEMBL39840,CCCCCCCCCCN1C(=O)CCC(CC)(c2ccncc2)C1=O,inactive,358.526,5.019100000000004,0,3,5.0
50,67,CHEMBL424203,O=C1/C(=C/c2ccccn2)CCc2ccccc21,inactive,235.28599999999994,3.294100000000002,0,2,3.6020599913279625
51,70,CHEMBL28689,O=C1/C(=C/c2ccccc2)CCc2ccccc21,inactive,234.29799999999997,3.8991000000000025,0,1,3.6020599913279625
52,71,CHEMBL166974,O=C1/C(=C/c2ccsc2)CCc2ccccc21,inactive,240.32699999999997,3.960600000000003,0,2,3.6020599913279625
53,72,CHEMBL2311169,C[C@]12CCCCC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,active,272.432,4.908400000000005,0,1,6.180456064458132
54,73,CHEMBL38472,CCCCCCCCC1(c2ccncc2)CCC(=O)NC1=O,active,302.41800000000006,3.5066000000000015,1,3,6.481486060122113
55,74,CHEMBL38472,CCCCCCCCC1(c2ccncc2)CCC(=O)NC1=O,active,302.41800000000006,3.5066000000000015,1,3,6.221848749616356
56,75,CHEMBL276140,CSc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1cccnc1)CC2,inactive,353.3690000000001,4.416900000000003,1,3,4.0
57,76,CHEMBL297784,Cn1ccc2cc3c(cc21)CCN3C(=O)Nc1cccnc1,inactive,292.342,3.1679000000000004,1,2,4.0
58,77,CHEMBL14563,Cc1cc2c(cc1Cl)N(C(=O)Nc1ccc(Oc3cccnc3C)nc1)CC2,inactive,394.8620000000002,5.133740000000003,1,4,4.0
59,78,CHEMBL274318,O=C1CC(c2ccccc2)Oc2ccccc21,inactive,224.259,3.3931000000000022,0,2,4.54515513999149
60,79,CHEMBL113739,C#CC[C@H]1CC2C(CCC3(C)C(=O)CCC23)C2CCC(=O)C=C21,active,310.437,3.9467000000000034,0,2,6.726998727936262
61,80,CHEMBL113121,C#CC[C@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCC(=O)C=C12,active,324.46400000000006,4.336800000000004,0,2,6.7544873321858505
62,81,CHEMBL10137,COc1ccc2c(c1)OC(c1ccccc1)/C(=C\c1ccncc1)C2=O,active,343.38200000000006,4.490200000000003,0,4,6.2076083105017466
63,83,CHEMBL113082,C#CC[C@@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCC(=O)C=C12,active,324.46400000000006,4.336800000000004,0,2,7.508638306165727
64,85,CHEMBL10026,O=C1/C(=C/c2ccncc2)C(c2ccccc2)Oc2ccccc21,active,313.35600000000005,4.481600000000003,0,3,6.096910013008056
65,86,CHEMBL2105261,C#CC[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,active,310.437,4.090800000000003,0,2,7.250263684430939
66,88,CHEMBL109211,C#CC[C@@H]1CC2C(CCC3(C)C(=O)CCC23)C2CCC(=O)C=C21,active,310.437,3.9467000000000034,0,2,6.560667306169737
67,90,CHEMBL27879,CCCCCCCCCCN1C(=O)C2CC(c3ccc(N)cc3)(C2)C1=O,active,356.5100000000001,4.4261000000000035,1,3,6.647817481888637
68,91,CHEMBL27386,Nc1ccc([C@@]23C[C@@H]2C(=O)NC3=O)cc1,active,202.21300000000002,0.18289999999999967,2,3,6.0
69,94,CHEMBL488,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,inactive,232.28299999999996,1.3532,2,3,4.886056647693163
70,95,CHEMBL281947,Nc1ccc(C23CC2C(=O)N(CC2CCCCC2)C3=O)cc1,active,298.38599999999997,2.475600000000001,1,3,8.301029995663981
71,96,CHEMBL281947,Nc1ccc(C23CC2C(=O)N(CC2CCCCC2)C3=O)cc1,active,298.38599999999997,2.475600000000001,1,3,6.638272163982407
72,98,CHEMBL27546,Nc1ccc(C23CC(C2)C(=O)N(CC2CCCCC2)C3=O)cc1,active,312.413,2.8657000000000012,1,3,7.013228265733755
73,99,CHEMBL286506,CC(C)CN1C(=O)C2CC(c3ccc(N)cc3)(C2)C1=O,active,272.348,1.9414,1,3,7.2076083105017466
74,100,CHEMBL281947,Nc1ccc(C23CC2C(=O)N(CC2CCCCC2)C3=O)cc1,active,298.38599999999997,2.475600000000001,1,3,6.823908740944319
75,101,CHEMBL281947,Nc1ccc(C23CC2C(=O)N(CC2CCCCC2)C3=O)cc1,active,298.38599999999997,2.475600000000001,1,3,7.920818753952375
76,102,CHEMBL281947,Nc1ccc(C23CC2C(=O)N(CC2CCCCC2)C3=O)cc1,active,298.38599999999997,2.475600000000001,1,3,6.107905397309519
77,103,CHEMBL26651,CCCCCN1C(=O)C2CC2(c2ccc(N)cc2)C1=O,active,272.348,2.0854999999999997,1,3,7.638272163982407
78,104,CHEMBL27591,CCCCCN1C(=O)C2CC(c3ccc(N)cc3)(C2)C1=O,active,286.37500000000006,2.475600000000001,1,3,7.508638306165727
79,105,CHEMBL28173,CCCCCCCN1C(=O)C2CC(c3ccc(N)cc3)(C2)C1=O,active,314.4290000000001,3.2558000000000007,1,3,7.309803919971486
80,106,CHEMBL28290,COc1ccc(CN2C(=O)C3CC(c4ccc(N)cc4)(C3)C2=O)cc1,active,336.3910000000001,2.4942,1,4,6.619788758288394
81,107,CHEMBL27467,Nc1ccc(C23CC(C2)C(=O)N(C2CCCCC2)C3=O)cc1,active,298.38599999999997,2.618100000000001,1,3,7.886056647693163
82,108,CHEMBL27467,Nc1ccc(C23CC(C2)C(=O)N(C2CCCCC2)C3=O)cc1,active,298.38599999999997,2.618100000000001,1,3,7.154901959985743
83,109,CHEMBL27698,CCCN1C(=O)C2CC(c3ccc(N)cc3)(C2)C1=O,active,258.32099999999997,1.6954,1,3,6.954677021213342
84,110,CHEMBL27767,Nc1ccc([C@]23C[C@H]2C(=O)NC3=O)cc1,inactive,202.21300000000002,0.18289999999999967,2,3,3.109578981199086
85,111,CHEMBL29482,N#Cc1ccc(C(c2ccc(C#N)cc2)n2ccnc2)cc1,active,284.322,3.2641600000000013,0,3,8.455931955649724
86,112,CHEMBL311077,CC(=O)OCC12CCCC=C1CCC1C2CCC2(C)C(OC(C)=O)CCC12,inactive,374.5210000000002,4.814200000000005,0,4,4.42021640338319
87,113,CHEMBL424162,C#CCSCC[C@]12CCC(=O)C=C1CCC1C2=CC[C@]2(C)C(=O)CCC12,active,368.5420000000002,4.744100000000005,0,3,6.0
88,114,CHEMBL349514,CCSC(C[C@]12CCC(=O)C=C1CCC1C2=CC[C@]2(C)C(=O)CCC12)SCC,active,418.66800000000023,6.210000000000007,0,4,6.0
89,115,CHEMBL2112309,C[C@]12CC[C@H]3[C@@H](CCC4=CCCC[C@@]43C(F)F)[C@@H]1CC[C@@H]2O,inactive,310.42800000000005,4.945400000000006,1,1,4.585026652029182
90,116,CHEMBL349704,CSCC[C@]12CCC(=O)C=C1CCC1C2=CC[C@]2(C)C(=O)CCC12,active,344.52000000000015,4.740700000000005,0,3,7.920818753952375
91,117,CHEMBL165279,C[C@]12CC=C3C(CCC4=CC(=O)CC[C@@]43CCSCCS)C1CCC2=O,active,390.61400000000015,5.0407000000000055,1,4,6.0
92,118,CHEMBL443530,CC(=O)OCC12CCCC=C1CCC1C2CCC2(C)C(O)CCC12,inactive,332.4840000000001,4.243400000000004,1,3,4.356547323513812
93,120,CHEMBL352891,CSSCC[C@]12CCC(=O)C=C1CCC1C2=CC[C@]2(C)C(=O)CCC12,active,376.58700000000016,5.388900000000006,0,4,6.0
94,121,CHEMBL81255,CC(=O)OC1CCC2C3CCC4=CCCCC4(CO)C3CCC12C,inactive,332.48400000000004,4.243400000000004,1,3,4.0
95,122,CHEMBL31760,C=C(c1ccc(C#N)cc1)n1ccnc1,active,195.225,2.2737799999999995,0,2,9.154901959985743
96,125,CHEMBL349919,CC(=O)SCC[C@]12CCC(=O)C=C1CCC1C2=CC[C@]2(C)C(=O)CCC12,inactive,372.53000000000014,4.657400000000004,0,4,5.0
97,126,CHEMBL349963,C[C@]12CC=C3C(CCC4=CC(=O)CC[C@@]43CCSc3ccccc3)C1CCC2=O,active,406.5910000000001,6.170000000000006,0,3,6.3979400086720375
98,127,CHEMBL353571,CSCSCC[C@]12CCC(=O)C=C1CCC1C2=CC[C@]2(C)C(=O)CCC12,active,390.6140000000002,5.431400000000005,0,4,6.2441251443275085
99,128,CHEMBL164746,CSCCC[C@]12CCC(=O)C=C1CCC1C2=CC[C@]2(C)C(=O)CCC12,inactive,358.5470000000002,5.130800000000005,0,3,5.0
100,129,CHEMBL1629805,C[C@]12CC[C@H]3[C@@H](CCC4=CCCC[C@@]43CO)[C@@H]1CCC2=O,active,288.43100000000004,3.8808000000000025,1,2,6.568636235841013
101,130,CHEMBL166017,CN(C)CC[C@]12CCC(=O)C=C1CCC1C2=CC[C@]2(C)C(=O)CCC12,inactive,341.4950000000001,3.939300000000003,0,3,5.0
102,131,CHEMBL164821,C[C@]12CC=C3C(CCC4=CC(=O)CC[C@@]43CC[Se]c3ccccc3)C1CCC2=O,active,453.48400000000015,4.825700000000005,0,2,6.0
103,132,CHEMBL164993,CSC(=O)C[C@]12CCC(=O)C=C1CCC1C2CC[C@]2(C)C(=O)CCC12,active,360.5190000000002,4.347200000000004,0,4,7.376750709602099
104,133,CHEMBL165925,COCC[C@]12CCC(=O)C=C1CCC1C2=CC[C@]2(C)C(=O)CCC12,inactive,328.4520000000001,4.024100000000003,0,3,5.0
105,134,CHEMBL165218,CCSCC[C@]12CCC(=O)C=C1CCC1C2=CC[C@]2(C)C(=O)CCC12,active,358.5470000000002,5.130800000000005,0,3,6.060480747381382
106,135,CHEMBL350713,C#CSCC[C@]12CCC(=O)C=C1CCC1C2=CC[C@]2(C)C(=O)CCC12,active,354.5150000000002,4.701600000000004,0,3,6.481486060122113
107,137,CHEMBL31456,N#Cc1ccc(/C(=N\c2ccc(Br)cc2)n2ccnc2)cc1,active,351.207,4.143880000000003,0,3,8.113509274827518
108,138,CHEMBL31215,N#Cc1ccc([C@@H]2CCCc3cncn32)cc1,active,223.279,2.680480000000001,0,2,8.494850021680094
109,139,CHEMBL350074,CSCC[C@]12CCC(=O)C=C1CCC1C2CC[C@]2(C)C(=O)CCC12,active,346.5360000000001,4.820600000000004,0,3,7.657577319177793
110,140,CHEMBL166032,C[C@]12CC=C3C(CCC4=CC(=O)CC[C@@]43CCSC#N)C1CCC2=O,active,355.5030000000001,4.591980000000005,0,4,6.0
111,141,CHEMBL164543,C=CSCC[C@]12CCC(=O)C=C1CCC1C2=CC[C@]2(C)C(=O)CCC12,active,356.5310000000002,5.254400000000005,0,3,7.301029995663981
112,142,CHEMBL82981,C#CC(O)C12CCCC=C1CCC1C3CCC(=O)C3(C)CCC12,inactive,312.4530000000001,3.8826000000000036,1,2,4.207608310501746
113,143,CHEMBL165552,C[C@]12CC=C3C(CCC4=CC(=O)CC[C@@]43CCSSc3ccc([N+](=O)[O-])cc3[N+](=O)[O-])C1CCC2=O,active,528.6520000000003,6.634600000000006,0,8,6.0
114,144,CHEMBL1629804,C[C@]12CCCC=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,active,272.432,4.908400000000005,0,1,6.275724130399211
115,145,CHEMBL285809,N#Cc1ccc(C2(c3ccc(C#N)cc3)CCCc3cncn32)cc1,active,324.38699999999994,3.754660000000002,0,3,6.632644078973981
116,146,CHEMBL351850,C[C@]12CC=C3C(CCC4=CC(=O)CC[C@@]43CCSCCCl)C1CCC2=O,active,392.99200000000013,5.349700000000006,0,3,6.0
117,147,CHEMBL166148,C[C@]12CC=C3C(CCC4=CC(=O)CC[C@@]43CCSC(F)F)C1CCC2=O,active,380.50000000000006,5.333500000000005,0,3,6.0
118,148,CHEMBL287677,N#Cc1ccc([C@H]2CCCc3cncn32)cc1,active,223.279,2.680480000000001,0,2,6.167491087293763
119,149,CHEMBL31224,N#Cc1ccc2c(c1)CCC=C2n1ccnc1,active,221.263,2.59018,0,2,8.537602002101044
120,150,CHEMBL351526,C=CCSCC[C@]12CCC(=O)C=C1CCC1C2=CC[C@]2(C)C(=O)CCC12,active,370.55800000000016,5.296900000000005,0,3,6.568636235841013
121,151,CHEMBL351226,CSC(C[C@]12CCC(=O)C=C1CCC1C2=CC[C@]2(C)C(=O)CCC12)SC,active,390.6140000000002,5.4298000000000055,0,4,6.0
122,152,CHEMBL349851,C[C@]12CC=C3C(CCC4=CC(=O)CC[C@@]43CCSSc3ccccc3)C1CCC2=O,active,438.65800000000013,6.818200000000006,0,4,6.0
123,155,CHEMBL132530,C[C@]12CCC(=O)C(O)=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,active,302.41400000000004,3.973100000000003,1,3,6.3872161432802645
124,156,CHEMBL166060,C[C@]12CC=C3C(CCC4=CC(=O)CC[C@@]43CCI)C1CCC2=O,inactive,424.32200000000006,4.812700000000004,0,2,5.0
125,158,CHEMBL165106,C[C@]12CC=C3C(CCC4=CC(=O)CC[C@@]43CCSCF)C1CCC2=O,active,362.5100000000001,5.037900000000005,0,3,7.301029995663981
126,159,CHEMBL423096,C[C@]12CC=C3C(CCC4=CC(=O)CC[C@@]43CCSCCO)C1CCC2=O,active,374.54600000000016,4.103200000000004,1,4,6.0
127,160,CHEMBL424185,C[C@]12CC=C3C(CCC4=CC(=O)CC[C@@]43CCOS(C)(=O)=O)C1CCC2=O,inactive,392.51700000000017,3.353900000000002,0,5,5.0
128,161,CHEMBL166079,C[C@]12CC=C3C(CCC4=CC(=O)CC[C@@]43CCSC3CC3)C1CCC2=O,active,370.55800000000016,5.273300000000005,0,3,6.0
129,163,CHEMBL93828,O=C1c2cccc(O)c2CCC1Cc1ccncc1,active,253.30099999999996,2.7750000000000004,1,3,6.6777807052660805
130,165,CHEMBL419131,COc1ccc2c(c1)C(=O)/C(=C/c1ccncc1)CC2,inactive,265.312,3.3027000000000015,0,3,4.886056647693163
131,170,CHEMBL488,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,inactive,232.28299999999996,1.3532,2,3,4.431798275933005
132,171,CHEMBL488,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,inactive,232.28299999999996,1.3532,2,3,4.431798275933005
133,174,CHEMBL93828,O=C1c2cccc(O)c2CCC1Cc1ccncc1,active,253.30099999999996,2.7750000000000004,1,3,6.769551078621726
134,178,CHEMBL93828,O=C1c2cccc(O)c2CCC1Cc1ccncc1,active,253.30099999999996,2.7750000000000004,1,3,6.698970004336019
135,181,CHEMBL92488,O=C1/C(=C/c2ccncc2)CCc2c(O)cccc21,active,251.28499999999997,2.9997000000000016,1,3,6.161150909262744
136,183,CHEMBL1629804,C[C@]12CCCC=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,active,272.432,4.908400000000005,0,1,10.221848749616356
137,184,CHEMBL307006,CCCCC[C@H]1CC2C(CCC3(C)C(O)CCC23)C2(C)CCCC=C12,active,344.58300000000014,6.506600000000009,1,1,7.301029995663981
138,185,CHEMBL73367,C[C@@H]1CC2C(CCC3(C)C(O)CCC23)C2(C)CCCC=C12,active,288.475,4.9462000000000055,1,1,8.795880017344075
139,186,CHEMBL305630,CCCCC[C@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCCC=C12,active,342.5670000000001,6.714800000000007,0,1,8.045757490560675
140,187,CHEMBL70317,CCC[C@@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCCC=C12,active,314.5130000000001,5.934600000000007,0,1,9.356547323513812
141,188,CHEMBL307690,CC[C@@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCCC=C12,active,300.48600000000005,5.5445000000000055,0,1,9.494850021680094
142,189,CHEMBL73279,CC12CCCC=C1CCC1C2CCC2(C)C1CC[C@@H]2O,active,274.448,4.700200000000005,1,1,9.443697499232712
143,190,CHEMBL69891,CCC[C@H]1CC2C(CCC3(C)C(O)CCC23)C2(C)CCCC=C12,active,316.5290000000001,5.726400000000006,1,1,7.853871964321762
144,191,CHEMBL72056,CCCCCCCC[C@@H]1CC2C(CCC3(C)C(O)CCC23)C2(C)CCCC=C12,active,386.66400000000027,7.676900000000009,1,1,7.301029995663981
145,192,CHEMBL307643,CC12CCC3C(C[C@H](O)C4=CCCCC43C)C1CCC2=O,active,288.431,3.8792000000000035,1,2,9.721246399047171
146,193,CHEMBL310735,C[C@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCCC=C12,active,286.459,5.154400000000005,0,1,10.431798275933005
147,194,CHEMBL73368,CCCCCCCC[C@H]1CC2C(CCC3(C)C(O)CCC23)C2(C)CCCC=C12,active,386.66400000000027,7.676900000000009,1,1,7.301029995663981
148,195,CHEMBL308537,CO[C@@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCCC=C12,active,302.458,4.533300000000004,0,2,9.886056647693163
149,196,CHEMBL307581,CO[C@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCCC=C12,active,302.458,4.533300000000004,0,2,9.920818753952375
150,197,CHEMBL70959,C[C@H]1CC2C(CCC3(C)C(O)CCC23)C2(C)CCCC=C12,active,288.475,4.9462000000000055,1,1,8.431798275933005
151,198,CHEMBL305205,C[C@@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCCC=C12,active,286.459,5.154400000000005,0,1,10.309803919971486
152,199,CHEMBL73071,CCC[C@@H]1CC2C(CCC3(C)C(O)CCC23)C2(C)CCCC=C12,active,316.5290000000001,5.726400000000006,1,1,7.366531544420414
153,200,CHEMBL72415,CCCCC[C@@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCCC=C12,active,342.5670000000001,6.714800000000007,0,1,7.920818753952375
154,201,CHEMBL74295,CCCCCCCC[C@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCCC=C12,active,384.64800000000025,7.885100000000008,0,1,7.301029995663981
155,202,CHEMBL70436,CC[C@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCCC=C12,active,300.48600000000005,5.5445000000000055,0,1,9.958607314841775
156,203,CHEMBL72538,CCCCCCCC[C@@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCCC=C12,active,384.64800000000025,7.885100000000008,0,1,7.301029995663981
157,204,CHEMBL306022,CC[C@@H]1CC2C(CCC3(C)C(O)CCC23)C2(C)CCCC=C12,active,302.50200000000007,5.336300000000006,1,1,8.481486060122112
158,205,CHEMBL72228,CC(=O)O[C@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCCC=C12,active,330.46800000000013,4.450000000000005,0,3,9.795880017344075
159,206,CHEMBL73993,CC12CCC3C(C[C@@H](O)C4=CCCCC43C)C1CCC2=O,active,288.431,3.8792000000000035,1,2,10.301029995663981
160,207,CHEMBL304770,CC(=O)O[C@@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCCC=C12,active,330.46800000000013,4.450000000000005,0,3,9.585026652029182
161,208,CHEMBL73219,CCCCC[C@@H]1CC2C(CCC3(C)C(O)CCC23)C2(C)CCCC=C12,active,344.58300000000014,6.506600000000009,1,1,7.301029995663981
162,209,CHEMBL74339,CC[C@H]1CC2C(CCC3(C)C(O)CCC23)C2(C)CCCC=C12,active,302.50200000000007,5.336300000000006,1,1,8.886056647693163
163,210,CHEMBL304305,CCC[C@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCCC=C12,active,314.5130000000001,5.934600000000007,0,1,9.638272163982407
164,211,CHEMBL430879,N#Cc1ccc(N(Cc2ccc(OS(N)(=O)=O)cc2)n2cnnc2)cc1,active,370.394,1.20198,1,7,7.0
